contig_3	gi|645320489|ref|NR_117683.1|	99.738	1529	4	0.0	2802	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320489|ref|NR_117683.1|	99.673	1529	5	0.0	2796	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320489|ref|NR_117683.1|	99.608	1529	6	0.0	2791	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320489|ref|NR_117683.1|	99.411	1529	9	0.0	2774	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320489|ref|NR_117683.1|	99.346	1529	10	0.0	2769	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320489|ref|NR_117683.1|	99.281	1529	11	0.0	2763	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320489|ref|NR_117683.1|	99.281	1529	11	0.0	2763	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320489|ref|NR_117683.1|	99.084	1529	14	0.0	2747	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.543	1533	6	0.0	2795	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.478	1533	7	0.0	2789	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.478	1533	7	0.0	2789	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.413	1533	8	0.0	2784	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.348	1533	9	0.0	2778	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.282	1533	10	0.0	2772	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.217	1533	11	0.0	2767	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|310974930|ref|NR_036794.1|	99.022	1533	14	0.0	2750	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320493|ref|NR_117686.1|	99.608	1529	6	0.0	2791	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320493|ref|NR_117686.1|	99.542	1529	7	0.0	2785	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320493|ref|NR_117686.1|	99.477	1529	8	0.0	2780	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320493|ref|NR_117686.1|	99.411	1529	9	0.0	2774	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
contig_3	gi|645320493|ref|NR_117686.1|	99.346	1529	10	0.0	2769	Klebsiella pneumoniae strain DSM 30104 16S ribosomal RNA, partial sequence
