contig_3	card~~~oqxB~~~EU370913.1:47850-51003~~~diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline	100.000	3153	0	0	2597799	2600951	3153	1	0.0	5823	5306069	3153	card~~~oqxB~~~EU370913.1:47850-51003~~~diaminopyrimidine;fluoroquinolone;glycylcycline;nitrofuran;tetracycline RND efflux pump conferring resistance to fluoroquinolone.
contig_3	card~~~LptD~~~CP007727.1:809555-807206~~~aminocoumarin;carbapenem;peptide;rifamycin	100.000	2349	0	0	524803	527151	1	2349	0.0	4338	5306069	2349	card~~~LptD~~~CP007727.1:809555-807206~~~aminocoumarin;carbapenem;peptide;rifamycin LptD is involved in LPS transport in a ABC Transporter efflux system. It confers resistance to rifamycin, aminocoumarin, and peptide antibiotics.
contig_3	card~~~eptB~~~FO203501.1:5123640-5125365~~~peptide	99.652	1725	6	0	1586494	1588218	1	1725	0.0	3153	5306069	1725	card~~~eptB~~~FO203501.1:5123640-5125365~~~peptide eptB is a phosphoethanolamine transferase. It confers resistance to peptide antibiotics.
contig_3	card~~~ArnT~~~FO834906.1:304977-306633~~~peptide	99.819	1656	3	0	1668201	1669856	1	1656	0.0	3042	5306069	1656	card~~~ArnT~~~FO834906.1:304977-306633~~~peptide ArnT is involved in Cell Wall Biosynthesis, specifically 4-amino-4-deoxy-L-arabinose (Ara4N). It confers resistance to peptide antibiotics.
contig_3	card~~~acrB~~~U00096.3:484403-481253~~~cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline	84.004	3157	484	18	89396	92540	1	3148	0.0	3013	5306069	3150	card~~~acrB~~~U00096.3:484403-481253~~~cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.
contig_3	card~~~acrB~~~U00096.3:484403-481253~~~cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline	76.976	582	121	9	2836055	2836628	1555	979	9.29e-84	320	5306069	3150	card~~~acrB~~~U00096.3:484403-481253~~~cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.
contig_3	card~~~acrB~~~U00096.3:484403-481253~~~cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline	76.681	476	101	10	1440341	1440811	1463	993	2.66e-64	255	5306069	3150	card~~~acrB~~~U00096.3:484403-481253~~~cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;penicillin_beta-lactam;phenicol;rifamycin;tetracycline Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.
contig_3	card~~~MdtQ~~~CP133868.1:5053037-5051597~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam	99.375	1440	9	0	3085876	3087315	1	1440	0.0	2610	5306069	1440	card~~~MdtQ~~~CP133868.1:5053037-5051597~~~carbapenem;cephalosporin;monobactam;penicillin_beta-lactam MdtQ is a putative multidrug resistance outer membrane protein found in carbapenem-resistant Klebsiella pneumoniae.
contig_3	card~~~mdtC~~~U00096.1:2158385-2161463~~~aminocoumarin	81.815	3052	553	2	3139558	3142608	3051	1	0.0	2560	5306069	3078	card~~~mdtC~~~U00096.1:2158385-2161463~~~aminocoumarin MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB, MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.
contig_3	card~~~mdtB~~~U00096.1:2155262-2158385~~~aminocoumarin	81.470	3130	566	13	3142609	3145731	3123	1	0.0	2555	5306069	3123	card~~~mdtB~~~U00096.1:2155262-2158385~~~aminocoumarin MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.
