contig_4	plasmidfinder~~~repB(R1701)_1~~~CP039970~~~	100.000	623	0	0	2598	3220	1	623	0.0	1151	125021	623	plasmidfinder~~~repB(R1701)_1~~~CP039970~~~ repB(R1701)_1__CP039970
contig_4	plasmidfinder~~~IncFII(Yp)_1_Yersenia~~~CP000670~~~	95.633	229	9	1	114409	114636	1	229	1.91e-100	366	125021	230	plasmidfinder~~~IncFII(Yp)_1_Yersenia~~~CP000670~~~ IncFII(Yp)_1_Yersenia_CP000670
contig_4	plasmidfinder~~~IncFII(p14)_1_p14~~~JQ418538~~~	90.196	255	23	2	114381	114633	8	262	6.98e-90	331	125021	262	plasmidfinder~~~IncFII(p14)_1_p14~~~JQ418538~~~ IncFII(p14)_1_p14_JQ418538
contig_4	plasmidfinder~~~IncFII(S)_1~~~CP000858~~~	87.597	258	27	4	114381	114635	7	262	9.16e-79	294	125021	262	plasmidfinder~~~IncFII(S)_1~~~CP000858~~~ IncFII(S)_1__CP000858
contig_4	plasmidfinder~~~IncFII(pRSB107)_1_pRSB107~~~AJ851089~~~	85.019	267	32	8	114367	114631	261	1	7.18e-70	265	125021	261	plasmidfinder~~~IncFII(pRSB107)_1_pRSB107~~~AJ851089~~~ IncFII(pRSB107)_1_pRSB107_AJ851089
contig_4	plasmidfinder~~~IncFII(Cf)_1~~~CP056911~~~	85.603	257	30	6	114381	114635	7	258	2.58e-69	263	125021	258	plasmidfinder~~~IncFII(Cf)_1~~~CP056911~~~ IncFII(Cf)_1__CP056911
contig_4	plasmidfinder~~~IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5~~~CP024805.1~~~	85.833	240	27	7	114394	114631	235	1	7.23e-65	248	125021	261	plasmidfinder~~~IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5~~~CP024805.1~~~ IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5_CP024805.1
contig_4	plasmidfinder~~~FII(pBK30683)_1~~~KF954760~~~	86.522	230	26	5	114409	114636	1	227	7.23e-65	248	125021	227	plasmidfinder~~~FII(pBK30683)_1~~~KF954760~~~ FII(pBK30683)_1__KF954760
contig_4	plasmidfinder~~~IncFIC(FII)_1~~~AP001918~~~	81.429	280	42	9	114355	114631	273	1	1.58e-56	220	125021	499	plasmidfinder~~~IncFIC(FII)_1~~~AP001918~~~ IncFIC(FII)_1__AP001918
contig_4	plasmidfinder~~~IncFII(pSE11)_1_pSE11~~~AP009242~~~	79.926	269	45	9	114367	114631	264	1	4.45e-47	189	125021	264	plasmidfinder~~~IncFII(pSE11)_1_pSE11~~~AP009242~~~ IncFII(pSE11)_1_pSE11_AP009242
