contig_3	vfdb~~~entF~~~WP_012737619~~~	99.356	3882	25	0	5199976	5203857	3882	1	0.0	7031	5306069	3882	vfdb~~~entF~~~WP_012737619~~~ (entF) enterobactin synthase subunit F [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~acrB~~~WP_002892069~~~	99.841	3147	5	0	89396	92542	1	3147	0.0	5784	5306069	3147	vfdb~~~acrB~~~WP_002892069~~~ (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~acrB~~~WP_002892069~~~	76.550	2968	645	44	1828634	1831574	3080	137	0.0	1578	5306069	3147	vfdb~~~acrB~~~WP_002892069~~~ (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~acrB~~~WP_002892069~~~	72.882	1582	369	53	2836055	2837606	1552	1	6.57e-135	490	5306069	3147	vfdb~~~acrB~~~WP_002892069~~~ (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~acrB~~~WP_002892069~~~	78.244	524	102	11	1440314	1440831	1490	973	1.96e-85	326	5306069	3147	vfdb~~~acrB~~~WP_002892069~~~ (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~icmF/tssM~~~WP_049127998~~~	97.018	3085	90	2	4348191	4351274	3456	373	0.0	5186	5306069	3456	vfdb~~~icmF/tssM~~~WP_049127998~~~ (icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~fimD~~~WP_009308599~~~	99.464	2613	14	0	2272892	2275504	2613	1	0.0	4748	5306069	2613	vfdb~~~fimD~~~WP_009308599~~~ (fimD) outer membrane usher protein  [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~clpV/tssH~~~WP_015874721~~~	98.945	2655	28	0	4361582	4364236	2655	1	0.0	4748	5306069	2655	vfdb~~~clpV/tssH~~~WP_015874721~~~ (clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~mrkC~~~WP_000813718~~~	99.839	2487	4	0	2286937	2289423	1	2487	0.0	4571	5306069	2487	vfdb~~~mrkC~~~WP_000813718~~~ (mrkC) fimbrial biogenesis outer membrane usher protein mrkC precursor [Type 3 fimbriae (VF0567) - Biofilm (VFC0271)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~iutA~~~WP_014907843~~~	99.452	2190	12	0	4639509	4641698	1	2190	0.0	3978	5306069	2190	vfdb~~~iutA~~~WP_014907843~~~ (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~fepA~~~WP_012737617~~~	97.981	2229	45	0	5205567	5207795	1	2229	0.0	3868	5306069	2229	vfdb~~~fepA~~~WP_012737617~~~ (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~fepA~~~WP_012737617~~~	79.677	310	59	4	4501136	4501443	215	522	9.51e-54	220	5306069	2229	vfdb~~~fepA~~~WP_012737617~~~ (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~tssF~~~WP_004190505~~~	99.601	1755	7	0	4344765	4346519	1755	1	0.0	3203	5306069	1755	vfdb~~~tssF~~~WP_004190505~~~ (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~ompA~~~WP_014907726~~~	98.770	1707	21	0	4364997	4366703	1707	1	0.0	3037	5306069	1707	vfdb~~~ompA~~~WP_014907726~~~ (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~ompA~~~WP_014907726~~~	80.000	350	70	0	3444001	3444350	1291	1640	2.02e-65	259	5306069	1707	vfdb~~~ompA~~~WP_014907726~~~ (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~vgrG/tssI~~~WP_041168969~~~	97.923	1733	36	0	4359857	4361589	1733	1	0.0	3001	5306069	2700	vfdb~~~vgrG/tssI~~~WP_041168969~~~ (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~yagX/ecpC~~~WP_001131063~~~	87.698	2528	307	4	243495	246020	2526	1	0.0	2942	5306069	2526	vfdb~~~yagX/ecpC~~~WP_001131063~~~ (yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]
contig_3	vfdb~~~entE~~~WP_004183353~~~	97.761	1608	36	0	5191569	5193176	1608	1	0.0	2771	5306069	1608	vfdb~~~entE~~~WP_004183353~~~ (entE) enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~vipB/tssC~~~WP_014907727~~~	98.770	1545	19	0	4368739	4370283	1545	1	0.0	2748	5306069	1545	vfdb~~~vipB/tssC~~~WP_014907727~~~ (vipB/tssC) type VI secretion system contractile sheath large subunit VipB [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~fimK~~~WP_014906959~~~	99.009	1413	14	0	2269509	2270921	1413	1	0.0	2532	5306069	1413	vfdb~~~fimK~~~WP_014906959~~~ (fimK) transcriptional regulator [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~vasE/tssK~~~WP_004224345~~~	99.256	1344	10	0	4367386	4368729	1344	1	0.0	2427	5306069	1344	vfdb~~~vasE/tssK~~~WP_004224345~~~ (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~entS~~~WP_004147525~~~	99.195	1242	10	0	5195770	5197011	1242	1	0.0	2239	5306069	1242	vfdb~~~entS~~~WP_004147525~~~ (entS) enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
contig_3	vfdb~~~gndA~~~WP_014907233~~~	95.238	1407	67	0	3174685	3176091	1	1407	0.0	2228	5306069	1407	vfdb~~~gndA~~~WP_014907233~~~ (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
